"card_bk","type","issued","disp_id","card_tk","version","date_from","date_to","last_update"
"112","junior","1997-01-19","24159","217","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.973"
"678","gold","1997-01-20","27727","218","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.973"
"1093","classic","1997-01-20","28726","219","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.973"
"681","classic","1997-01-22","27747","220","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.973"
"582","classic","1997-01-22","27096","221","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.973"
"729","junior","1997-01-22","28043","222","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.973"
"54","classic","1997-01-24","23877","223","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"258","classic","1997-01-26","25081","224","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"534","classic","1997-01-29","26770","225","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"667","classic","1997-01-31","27665","226","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"195","classic","1997-02-03","24699","227","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"199","classic","1997-02-07","24716","228","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"490","gold","1997-02-07","26534","229","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"347","classic","1997-02-11","25630","230","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"210","classic","1997-02-16","24754","231","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"293","classic","1997-02-17","25308","232","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"189","classic","1997-02-19","24664","233","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"324","classic","1997-02-19","25522","234","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"578","junior","1997-02-21","27058","235","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"266","classic","1997-03-04","25160","236","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"568","classic","1997-03-05","26988","237","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"171","classic","1997-03-05","24536","238","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"679","classic","1997-03-06","27738","239","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"841","classic","1997-03-06","28387","240","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"513","classic","1997-03-15","26650","241","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"647","junior","1997-03-21","27508","242","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:11.988"
"665","classic","1997-03-24","27650","243","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"400","classic","1997-04-06","25963","244","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"617","gold","1997-04-09","27295","245","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"709","junior","1997-04-11","27900","246","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"387","classic","1997-04-18","25915","247","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"226","classic","1997-04-18","24871","248","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"350","classic","1997-04-20","25672","249","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"539","classic","1997-04-23","26795","250","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"583","classic","1997-04-24","27098","251","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"576","classic","1997-04-30","27040","252","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"232","classic","1997-05-01","24888","253","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"730","classic","1997-05-02","28052","254","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"616","classic","1997-05-05","27294","255","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"564","classic","1997-05-06","26965","256","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.004"
"82","classic","1997-05-07","24014","257","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"1173","classic","1997-05-08","28842","258","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"426","classic","1997-05-09","26107","259","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"791","classic","1997-05-12","28302","260","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"572","junior","1997-05-16","27007","261","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"375","junior","1997-05-17","25861","262","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"69","classic","1997-05-17","23980","263","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"607","classic","1997-05-17","27239","264","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"155","junior","1997-05-17","24416","265","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"275","classic","1997-05-20","25225","266","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"847","classic","1997-05-20","28405","267","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"399","classic","1997-05-22","25961","268","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"305","classic","1997-05-23","25368","269","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"430","classic","1997-05-26","26132","270","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"349","classic","1997-05-26","25660","271","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"256","classic","1997-05-26","25057","272","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.019"
"50","classic","1997-05-28","23852","273","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"939","junior","1997-05-29","28510","274","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"110","classic","1997-05-31","24141","275","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"184","gold","1997-06-03","24597","276","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"90","classic","1997-06-04","24042","277","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"597","junior","1997-06-06","27172","278","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"471","classic","1997-06-09","26438","279","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"494","classic","1997-06-10","26569","280","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"211","classic","1997-06-10","24772","281","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"353","classic","1997-06-11","25702","282","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"213","gold","1997-06-11","24790","283","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"1009","gold","1997-06-14","28599","284","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"297","classic","1997-06-15","25338","285","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"801","classic","1997-06-15","28317","286","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"748","classic","1997-06-16","28150","287","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.035"
"133","classic","1997-06-16","24272","288","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"316","classic","1997-06-17","25463","289","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"145","classic","1997-06-17","24339","290","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"270","junior","1997-06-17","25201","291","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"1178","classic","1997-06-19","28851","292","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"222","classic","1997-06-19","24841","293","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"241","classic","1997-06-20","24945","294","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"280","classic","1997-06-22","25253","295","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"675","classic","1997-06-23","27702","296","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"108","classic","1997-06-25","24131","297","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"1196","classic","1997-06-27","28867","298","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"287","junior","1997-06-28","25277","299","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"443","classic","1997-06-29","26216","300","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"1138","classic","1997-06-29","28798","301","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"733","junior","1997-06-30","28067","302","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"311","classic","1997-07-01","25406","303","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"120","classic","1997-07-03","24193","304","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"122","junior","1997-07-03","24198","305","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.051"
"476","classic","1997-07-06","26477","306","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"781","classic","1997-07-07","28269","307","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"588","classic","1997-07-08","27127","308","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"403","junior","1997-07-12","25972","309","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"139","classic","1997-07-14","24322","310","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"553","classic","1997-07-14","26900","311","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"625","classic","1997-07-17","27337","312","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"413","junior","1997-07-20","26022","313","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"591","classic","1997-07-23","27140","314","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.066"
"694","classic","1997-07-24","27822","315","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"512","classic","1997-07-24","26649","316","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"1095","gold","1997-07-28","28729","317","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"1059","classic","1997-07-29","28669","318","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"75","classic","1997-07-29","23998","319","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"383","classic","1997-07-30","25903","320","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"115","classic","1997-07-30","24170","321","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"884","gold","1997-07-31","28451","322","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"454","classic","1997-08-01","26327","323","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"688","classic","1997-08-01","27791","324","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"936","classic","1997-08-02","28500","325","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"663","classic","1997-08-06","27627","326","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"637","junior","1997-08-06","27439","327","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"511","junior","1997-08-06","26647","328","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"1220","classic","1997-08-08","28894","329","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"628","classic","1997-08-11","27356","330","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"718","classic","1997-08-12","27968","331","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"238","gold","1997-08-17","24936","332","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"546","gold","1997-08-19","26843","333","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"660","junior","1997-08-19","27597","334","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"491","classic","1997-08-21","26549","335","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"140","classic","1997-08-22","24323","336","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"502","classic","1997-08-22","26596","337","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"598","classic","1997-08-23","27179","338","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.073"
"355","classic","1997-08-28","25709","339","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"43","classic","1997-08-29","23814","340","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"610","classic","1997-08-29","27247","341","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"182","gold","1997-08-31","24575","342","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"41","classic","1997-08-31","23803","343","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"91","junior","1997-09-01","24043","344","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"252","classic","1997-09-02","25011","345","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"495","classic","1997-09-02","26577","346","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"259","classic","1997-09-05","25084","347","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"187","classic","1997-09-07","24648","348","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"185","classic","1997-09-07","24606","349","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"1025","classic","1997-09-08","28619","350","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"19","classic","1997-09-09","23684","351","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"431","gold","1997-09-12","26134","352","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"356","classic","1997-09-13","25710","353","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"767","classic","1997-09-14","28217","354","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"537","classic","1997-09-15","26786","355","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"703","classic","1997-09-17","27860","356","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"671","classic","1997-09-17","27677","357","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"896","classic","1997-09-18","28469","358","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"343","classic","1997-09-21","25610","359","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"279","classic","1997-09-21","25251","360","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"622","junior","1997-09-22","27332","361","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.088"
"612","classic","1997-09-22","27259","362","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"206","classic","1997-09-22","24745","363","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"190","classic","1997-09-23","24672","364","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"1203","classic","1997-09-26","28874","365","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"234","classic","1997-09-29","24911","366","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"30","classic","1997-10-01","23754","367","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"327","classic","1997-10-03","25565","368","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"49","classic","1997-10-03","23850","369","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"1115","junior","1997-10-03","28756","370","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"698","gold","1997-10-07","27838","371","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"874","gold","1997-10-07","28444","372","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"247","junior","1997-10-08","24983","373","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"656","classic","1997-10-08","27567","374","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"436","classic","1997-10-09","26172","375","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"124","classic","1997-10-10","24219","376","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"633","classic","1997-10-12","27423","377","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"428","classic","1997-10-13","26119","378","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"638","gold","1997-10-14","27444","379","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"153","gold","1997-10-19","24402","380","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"596","classic","1997-10-19","27170","381","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"664","classic","1997-10-22","27648","382","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"251","classic","1997-10-23","25007","383","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"552","classic","1997-10-25","26897","384","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.104"
"9","classic","1997-10-25","23634","385","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"11","gold","1997-10-25","23637","386","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"650","classic","1997-10-26","27531","387","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"59","classic","1997-10-27","23908","388","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"1016","classic","1997-10-28","28608","389","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"359","classic","1997-10-29","25737","390","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"438","classic","1997-10-30","26179","391","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"94","classic","1997-11-06","24052","392","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"1056","classic","1997-11-06","28668","393","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"273","classic","1997-11-07","25221","394","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"947","classic","1997-11-08","28520","395","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"93","classic","1997-11-09","24049","396","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"762","classic","1997-11-10","28196","397","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"254","classic","1997-11-11","25052","398","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"611","classic","1997-11-13","27249","399","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"648","classic","1997-11-18","27525","400","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"373","classic","1997-11-18","25837","401","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"579","classic","1997-11-18","27067","402","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"555","classic","1997-11-19","26922","403","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"329","gold","1997-11-19","25569","404","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"707","classic","1997-11-21","27874","405","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"51","classic","1997-11-21","23864","406","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"382","gold","1997-11-22","25881","407","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.12"
"472","classic","1997-11-24","26454","408","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"237","classic","1997-11-25","24930","409","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"1234","classic","1997-11-28","28913","410","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"86","classic","1997-11-28","24029","411","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"540","classic","1997-11-29","26804","412","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"493","classic","1997-11-30","26565","413","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"532","classic","1997-11-30","26765","414","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"590","classic","1997-12-02","27131","415","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"942","classic","1997-12-02","28513","416","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"33","junior","1997-12-03","23770","417","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"739","classic","1997-12-03","28124","418","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"45","classic","1997-12-05","23819","419","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"25","classic","1997-12-06","23711","420","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"200","gold","1997-12-09","24723","421","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"268","gold","1997-12-11","25176","422","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"507","classic","1997-12-11","26635","423","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"569","classic","1997-12-12","26989","424","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"282","gold","1997-12-13","25259","425","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"536","classic","1997-12-13","26785","426","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"1022","classic","1997-12-13","28615","427","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"1105","classic","1997-12-13","28747","428","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"326","classic","1997-12-14","25552","429","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.135"
"380","classic","1997-12-15","25870","430","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"723","classic","1997-12-15","28005","431","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"81","classic","1997-12-17","24013","432","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"521","classic","1997-12-17","26698","433","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
